1.7318937479459386e-16	4.934587536215329e-16	2.873348864947941e-15	5.353905992624373e-15	6.062220876416861e-15	4.930040740103253e-15	3.1539674760250107e-15	1.7916585234597833e-15	1.1306724152993357e-15	1.0736201675721775e-15	1.602603459570206e-15	2.8271665265470154e-15	4.575520683231776e-15	5.9567373586619455e-15	5.680436854018462e-15	3.455865162965346e-15	8.666527982790332e-16	-1.1778363049925312e-17
4.934587535288879e-16	3.2992326648539673e-15	5.799880914244435e-15	5.314035050216423e-15	2.595291130154537e-15	4.545105200007185e-16	4.804215601251143e-16	1.985552871396562e-15	3.3508153260511535e-15	3.4965559350556314e-15	2.320163688389285e-15	7.206165439334419e-16	2.646205026428274e-16	2.010936486497387e-15	4.854005313088217e-15	5.969504928466237e-15	3.955382439133628e-15	9.20736367321324e-16
2.8733488650776257e-15	5.799880913880917e-15	4.8899268442100725e-15	1.408899766378404e-15	4.917765948166659e-16	4.610444435497878e-15	1.1285937066573596e-14	1.6736763830467328e-14	1.9470144115516235e-14	1.9708000022093592e-14	1.751169898330354e-14	1.2569241600477626e-14	5.89185095390687e-15	9.109082489362646e-16	8.340102321829051e-16	4.219481816357216e-15	5.9494659049279115e-15	3.763472371903506e-15
5.353905991587522e-15	5.314035048539597e-15	1.4088997664431661e-15	9.994019541842246e-16	8.563801169655391e-15	1.90255442601873e-14	2.4578376953498533e-14	2.384149878948412e-14	2.1346591362564003e-14	2.1040880820742795e-14	2.3314390143995803e-14	2.481123801765033e-14	2.076007864590518e-14	1.0756620108064176e-14	1.9020943632711187e-15	7.54422296014284e-16	4.609672900920973e-15	5.991225307078372e-15
6.062220875213486e-15	2.5952911292885755e-15	4.917765944275253e-16	8.563801171358356e-15	2.1366230192135364e-14	2.4552800596082726e-14	1.5087951222445357e-14	4.25910314978047e-15	-2.587038985419439e-16	-5.392174355300323e-16	2.866327728658742e-15	1.2642976265952042e-14	2.3505735068893776e-14	2.3285890650141762e-14	1.1278692655027323e-14	1.240608757814082e-15	1.649914174827041e-15	5.813984721165423e-15
4.930040740575543e-15	4.545105202174902e-16	4.610444431291188e-15	1.9025544248331586e-14	2.4552800588176976e-14	1.0652996454737596e-14	2.3540617839251754e-16	2.0367093626222054e-14	5.3436985484543376e-14	5.764691435325117e-14	2.7621056387220828e-14	2.037047422027923e-15	7.168939284092768e-15	2.3292598445276098e-14	2.1748787794474338e-14	7.191624432243004e-15	2.768660697787498e-16	3.730727176059049e-15
3.15396747783764e-15	4.804215598677279e-16	1.128593705919749e-14	2.457837693978711e-14	1.5087951215121118e-14	2.354061781127085e-16	4.933554041294104e-14	1.929554144711495e-13	3.3826402568438317e-13	3.549660039717557e-13	2.2747286885765927e-13	7.311991311501244e-14	2.71350648646788e-15	1.1021407685281694e-14	2.5184216237105705e-14	1.4846843676285224e-14	1.606412451599512e-15	1.4125610245012723e-15
1.791658524009846e-15	1.985552870541781e-15	1.6736763814146645e-14	2.3841498768159192e-14	4.259103146757157e-15	2.0367093640847286e-14	1.9295541449616766e-13	5.377583272073142e-13	8.51459390452844e-13	8.86454047562331e-13	6.139100449285562e-13	2.5457938644179064e-13	3.93974742589825e-14	1.1559515580182267e-15	2.1932243719861313e-14	2.0182174399652436e-14	4.233433586881086e-15	-3.4360060255182236e-17
1.1306724153848342e-15	3.350815324511547e-15	1.9470144110181503e-14	2.1346591357440314e-14	-2.5870390231357657e-16	5.343698550429989e-14	3.382640257810834e-13	8.514593902295249e-13	1.3014943061078625e-12	1.351147315911997e-12	9.615703040741582e-13	4.322231006717906e-13	8.865827027936399e-14	-4.468448893663719e-16	1.8002241101090136e-14	2.2463954273093858e-14	6.196066979112412e-15	-5.977518003319583e-16
1.0736201676406762e-15	3.4965559335071558e-15	1.9708000016678844e-14	2.1040880815680514e-14	-5.392174385760014e-16	5.76469143683068e-14	3.549660040964203e-13	8.864540474813199e-13	1.3511473159023944e-12	1.4023712666861393e-12	1.000224705442268e-12	4.52459785681747e-13	9.470663623130104e-14	-3.3517762954089867e-16	1.756958553476077e-14	2.2644991050055556e-14	6.395522356065476e-15	-6.401176573849167e-16
1.6026034599651464e-15	2.320163687343942e-15	1.7511698969506944e-14	2.331439012650158e-14	2.8663277252691185e-15	2.7621056405741326e-14	2.27472868889426e-13	6.13910044809707e-13	9.615703042559649e-13	1.0002247055165132e-12	6.985064703091596e-13	2.970552970541876e-13	5.052602048470176e-14	3.6618514828766033e-16	2.10106140115696e-14	2.0862972822857633e-14	4.734322732515979e-15	-2.077853414194544e-16
2.8271665282261212e-15	7.206165435683466e-16	1.2569241590529485e-14	2.4811238001576733e-14	1.2642976259790361e-14	2.0370474239640496e-15	7.311991311819228e-14	2.545793864486587e-13	4.32223100645419e-13	4.52459785593656e-13	2.9705529707999585e-13	1.0392737971866091e-13	7.304595313392566e-15	8.481234878833665e-15	2.4876885161939632e-14	1.6174802720527447e-14	2.105485834898095e-15	1.0390137970595837e-15
4.575520683851743e-15	2.6462050284019706e-16	5.891850948851191e-15	2.0760078631282443e-14	2.3505735058965437e-14	7.168939282704224e-15	2.713506485627801e-15	3.939747424004954e-14	8.865827024594457e-14	9.470663620136133e-14	5.052602045992227e-14	7.304595310198767e-15	3.9741332190453655e-15	2.150075412415237e-14	2.319949404938355e-14	8.775086269688456e-15	3.3294724501935526e-16	3.2218683960184265e-15
5.95673735826496e-15	2.010936486103476e-15	9.109082481578985e-16	1.0756620109451201e-14	2.3285890651143578e-14	2.3292598452370106e-14	1.1021407691437124e-14	1.155951558941861e-15	-4.468448881088278e-16	-3.3517762861376544e-16	3.6618514926504125e-16	8.481234883718997e-15	2.1500754132861642e-14	2.4768616475355933e-14	1.3686388870819136e-14	2.0483802187317557e-15	1.1396885923336354e-15	5.497535043255617e-15
5.68043685203784e-15	4.854005311204048e-15	8.340102322817846e-16	1.9020943633630625e-15	1.1278692652179223e-14	2.1748787805318544e-14	2.518421624937637e-14	2.1932243735604354e-14	1.800224110694565e-14	1.756958554008496e-14	2.1010614025154026e-14	2.487688517529073e-14	2.3199494063179404e-14	1.3686388867913403e-14	3.2276837453325476e-15	3.6211348342494966e-16	4.020032301725559e-15	6.173590013136501e-15
3.4558651634748388e-15	5.969504927875244e-15	4.2194818163219275e-15	7.544222958891105e-16	1.2406087584757062e-15	7.19162443958192e-15	1.4846843686697828e-14	2.0182174421613633e-14	2.246395427775871e-14	2.2644991055115048e-14	2.0862972840640186e-14	1.617480273438933e-14	8.775086278322777e-15	2.0483802200330863e-15	3.621134832803961e-16	3.4418442601810696e-15	5.939075274785873e-15	4.359913040291848e-15
8.666527980469205e-16	3.955382439135023e-15	5.949465905229068e-15	4.609672902192281e-15	1.6499141754074264e-15	2.7686606927191503e-16	1.606412452364255e-15	4.2334335891239676e-15	6.196066982019622e-15	6.395522358845598e-15	4.7343227350340325e-15	2.1054858359850946e-15	3.329472445540498e-16	1.1396885925551777e-15	4.0200323031106296e-15	5.939075275283372e-15	4.5676179060562566e-15	1.425093431070551e-15
-1.1778362900019901e-17	9.20736367345567e-16	3.7634723720257096e-15	5.991225308777069e-15	5.813984722559595e-15	3.730727176381859e-15	1.4125610233458408e-15	-3.436006101682651e-17	-5.977518012844987e-16	-6.401176581459373e-16	-2.0778534229960763e-16	1.0390137959080552e-15	3.221868396294524e-15	5.497535043885269e-15	6.173590015591764e-15	4.359913040302114e-15	1.4250934311843609e-15	-9.43631993413283e-17